C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.15CEST23:05:36

coord 12 59 48.7  +27 58 50 (ICRS, J2000, 2000), radius: 8 deg
--------------------------------------------------------------

Number of objects : 10000  (truncated to 10000 objects)

  #  |dist(asec)|             identifier              |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
-----|----------|-------------------------------------|---|-----------------------------|------|------|------|------|------|---------------|----|----
5314 |   2510.77|[JCW2004] NGC 4839 273               |GlC|12 57 27.4 +27 31 01         |     ~|26.702|     ~|     ~|     ~|~              |   1|   0
5315 |   2510.86|2XMM J130016.9+271727                |X  |13 00 16.921 +27 17 27.30    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5316 |   2511.04|[JCW2004] NGC 4839 271               |GlC|12 57 30.4 +27 30 17         |     ~|26.334|     ~|     ~|     ~|~              |   1|   0
5317 |   2511.14|[HHM2010] 194.57813+27.36704         |*  |12 58 18.754 +27 22 01.34    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5318 |   2511.16|[HHM2010] 194.45192+27.44219         |G  |12 57 48.455 +27 26 31.91    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5319 |   2511.53|GMP 1290                             |G  |13 02 48.246 +28 12 24.28    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5320 |   2511.78|[JCW2004] NGC 4839 250               |GlC|12 57 29.0 +27 30 36         |     ~|25.641|     ~|     ~|     ~|~              |   1|   0
5321 |   2512.06|GMP 2627                             |G  |13 00 30.86 +27 18 01.2      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5322 |   2512.42|[JCW2004] NGC 4839 290               |GlC|12 57 26.5 +27 31 12         |     ~|26.224|     ~|     ~|     ~|~              |   1|   0
5323 |   2512.89|[HHM2010] 194.28313+27.61149         |G  |12 57 07.958 +27 36 41.35    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5324 |   2512.99|[JCW2004] NGC 4839 253               |GlC|12 57 29.5 +27 30 27         |     ~|26.590|     ~|     ~|     ~|~              |   1|   0
5325 |   2513.26|GMP 5228                             |G  |12 56 47.7 +28 11 31         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5326 |   2513.31|[JCW2004] NGC 4839 246               |GlC|12 57 28.5 +27 30 41         |     ~|26.313|     ~|     ~|     ~|~              |   1|   0
5327 |   2513.53|FOCA 0728-393                        |G  |12 58 32.8 +28 37 15         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5328 |   2513.67|[JCW2004] NGC 4839 262               |GlC|12 57 30.2 +27 30 16         |     ~|24.813|     ~|     ~|     ~|~              |   1|   0
5329 |   2513.74|GMP 5302                             |G  |12 56 39.1 +27 57 13         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5330 |   2513.75|[JCW2004] NGC 4839 265               |GlC|12 57 27.1 +27 31 01         |     ~|25.994|     ~|     ~|     ~|~              |   1|   0
5331 |   2514.07|[JCW2004] NGC 4839 267               |GlC|12 57 27.0 +27 31 02         |     ~|26.304|     ~|     ~|     ~|~              |   1|   0
5332 |   2514.16|[JCW2004] NGC 4839 249               |GlC|12 57 27.8 +27 30 50         |     ~|26.163|     ~|     ~|     ~|~              |   1|   0
5333 |   2514.30|SDSSCGB 20125                        |CGG|13 02 48.5 +28 12 23         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5334 |   2514.41|[JCW2004] NGC 4839 288               |GlC|12 57 26.3 +27 31 12         |     ~|26.423|     ~|     ~|     ~|~              |   1|   0
5335 |   2514.43|[JCW2004] NGC 4839 295               |GlC|12 57 26.1 +27 31 15         |     ~|26.840|     ~|     ~|     ~|~              |   1|   0
5336 |   2514.77|[HHM2010] 194.43712+27.45191         |G  |12 57 44.907 +27 27 06.87    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5337 |   2514.80|[JCW2004] NGC 4839 254               |GlC|12 57 27.6 +27 30 52         |     ~|26.489|     ~|     ~|     ~|~              |   1|   0
5338 |   2515.16|[JCW2004] NGC 4839 243               |GlC|12 57 29.0 +27 30 31         |     ~|26.307|     ~|     ~|     ~|~              |   1|   0
5339 |   2515.34|[HHM2010] 194.29608+27.59261         |G  |12 57 11.052 +27 35 33.46    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5340 |   2515.43|[JCW2004] NGC 4839 294               |GlC|12 57 26.0 +27 31 15         |     ~|26.687|     ~|     ~|     ~|~              |   1|   0
5341 |   2515.62|[HHM2010] 194.67548+27.32642         |G  |12 58 42.120 +27 19 35.05    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5342 |   2515.71|[JCW2004] NGC 4839 245               |GlC|12 57 29.5 +27 30 23         |     ~|26.331|     ~|     ~|     ~|~              |   1|   0
5343 |   2515.78|[HHM2010] 194.38814+27.49223         |G  |12 57 33.150 +27 29 32.01    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5344 |   2515.92|[HHM2010] 194.48376+27.41854         |G  |12 57 56.100 +27 25 06.74    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5345 |   2515.94|[JCW2004] NGC 4839 286               |GlC|12 57 31.1 +27 30 00         |     ~|26.857|     ~|     ~|     ~|~              |   1|   0
5346 |   2516.09|[HHM2010] 194.96728+27.28175         |G  |12 59 52.155 +27 16 54.33    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5347 |   2516.67|GMP 5247                             |G  |12 56 46.27 +28 10 40.3      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5348 |   2516.71|[HHM2010] 194.71503+27.31395         |G  |12 58 51.621 +27 18 50.29    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5349 |   2516.81|[HHM2010] 194.32435+27.55697         |G  |12 57 17.842 +27 33 25.10    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5350 |   2516.88|[JCW2004] NGC 4839 354               |GlC|12 57 24.1 +27 31 42         |     ~|26.664|     ~|     ~|     ~|~              |   1|   0
5351 |   2517.06|[JCW2004] NGC 4839 280               |GlC|12 57 26.3 +27 31 08         |     ~|26.587|     ~|     ~|     ~|~              |   1|   0
5352 |   2517.10|SDSSCGB 20125.2                      |G  |13 02 48.733 +28 12 22.63    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5353 |   2517.52|[JCW2004] NGC 4839 236               |GlC|12 57 27.8 +27 30 45         |     ~|26.126|     ~|     ~|     ~|~              |   1|   0
5354 |   2517.74|GMP 2398                             |G  |13 00 53.97 +28 38 15.6      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5355 |   2518.05|[HHM2010] 194.37919+27.49953         |G  |12 57 31.003 +27 29 58.30    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5356 |   2518.06|[JCW2004] NGC 4839 275               |GlC|12 57 26.2 +27 31 08         |     ~|26.370|     ~|     ~|     ~|~              |   1|   0
5357 |   2518.14|SDSSCGB 46049.3                      |G  |13 02 20.395 +27 33 37.54    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5358 |   2518.34|[JCW2004] NGC 4839 358               |GlC|12 57 23.7 +27 31 46         |     ~|26.765|     ~|     ~|     ~|~              |   1|   0
5359 |   2518.40|[JCW2004] NGC 4839 232               |GlC|12 57 28.6 +27 30 32         |     ~|25.477|     ~|     ~|     ~|~              |   1|   0
5360 |   2518.49|[HHM2010] 194.30593+27.57839         |*  |12 57 13.420 +27 34 42.20    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5361 |   2518.54|[JCW2004] NGC 4839 234               |GlC|12 57 27.9 +27 30 42         |     ~|26.558|     ~|     ~|     ~|~              |   1|   0
5362 |   2518.58|[JCW2004] NGC 4839 263               |GlC|12 57 30.4 +27 30 06         |     ~|26.545|     ~|     ~|     ~|~              |   1|   0
5363 |   2518.82|SDSSCGB 46049.1                      |G  |13 02 20.806 +27 33 43.67    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5364 |   2518.84|[JCW2004] NGC 4839 278               |GlC|12 57 30.8 +27 30 00         |     ~|26.763|     ~|     ~|     ~|~              |   1|   0
5365 |   2519.00|[HHM2010] 194.80705+27.29285         |G  |12 59 13.695 +27 17 34.32    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5366 |   2519.09|[HHM2010] 194.48964+27.41364         |GiC|12 57 57.513 +27 24 49.12    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5367 |   2519.43|[JCW2004] NGC 4839 289               |GlC|12 57 25.6 +27 31 15         |     ~|26.785|     ~|     ~|     ~|~              |   1|   0
5368 |   2519.53|[JCW2004] NGC 4839 231               |GlC|12 57 27.8 +27 30 42         |     ~|26.936|     ~|     ~|     ~|~              |   1|   0
5369 |   2519.53|[HHM2010] 194.61538+27.34774         |G  |12 58 27.694 +27 20 51.87    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5370 |   2519.81|[HHM2010] 194.43713+27.45002         |G  |12 57 44.911 +27 27 00.18    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5371 |   2519.83|[HHM2010] 194.45096+27.43978         |G  |12 57 48.227 +27 26 23.18    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5372 |   2519.84|[HHM2010] 194.27373+27.62139         |G  |12 57 05.699 +27 37 16.96    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5373 |   2519.85|[K94] 125934.48+284540.7             |Rad|13 01 58.68 +28 29 33.7      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5374 |   2519.94|[JCW2004] NGC 4839 228               |GlC|12 57 28.1 +27 30 37         |     ~|26.785|     ~|     ~|     ~|~              |   1|   0
5375 |   2520.23|[JCW2004] NGC 4839 258               |GlC|12 57 30.3 +27 30 05         |     ~|26.279|     ~|     ~|     ~|~              |   1|   0
5376 |   2520.24|FOCA 0728-141                        |G  |13 02 19.22 +28 24 36.6      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5377 |   2520.31|SDSSCGB 20125.4                      |G  |13 02 48.686 +28 12 34.40    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5378 |   2520.42|[HHM2010] 194.71254+27.31360         |*  |12 58 51.013 +27 18 48.96    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5379 |   2520.73|[HHM2010] 194.68464+27.32190         |G  |12 58 44.318 +27 19 18.85    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5380 |   2520.90|[JCW2004] NGC 4839 279               |GlC|12 57 30.8 +27 29 57         |     ~|26.559|     ~|     ~|     ~|~              |   1|   0
5381 |   2521.07|[HHM2010] 194.48498+27.41598         |G  |12 57 56.392 +27 24 57.51    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5382 |   2521.09|[HHM2010] 194.61206+27.34866         |*  |12 58 26.898 +27 20 55.16    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5383 |   2521.25|[HHM2010] 194.73472+27.30740         |G  |12 58 56.336 +27 18 26.66    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5384 |   2521.88|[HHM2010] 194.80529+27.29234         |G  |12 59 13.272 +27 17 32.45    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5385 |   2522.04|[HHM2010] 194.34685+27.52985         |G  |12 57 23.243 +27 31 47.45    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5386 |   2522.22|[JCW2004] NGC 4839 220               |GlC|12 57 27.8 +27 30 38         |     ~|26.084|     ~|     ~|     ~|~              |   1|   0
5387 |   2522.44|GMP 3552                             |G  |12 59 19.6 +28 40 23         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5388 |   2522.52|[JCW2004] NGC 4839 235               |GlC|12 57 29.5 +27 30 13         |     ~|25.460|     ~|     ~|     ~|~              |   1|   0
5389 |   2522.97|[HHM2010] 194.36389+27.51216         |G  |12 57 27.331 +27 30 43.77    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5390 |   2522.97|Weis 62495                           |*  |13 02 51.3 +28 10 55         |     ~|13.55 |12.60 |     ~|     ~|K3IV-V         |   0|   0
5391 |   2523.30|[HHM2010] 194.80369+27.29221         |G  |12 59 12.889 +27 17 31.98    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5392 |   2523.45|GMP 3909                             |G  |12 58 54.8 +28 39 11         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5393 |   2523.76|[JCW2004] NGC 4839 226               |GlC|12 57 27.1 +27 30 46         |     ~|26.521|     ~|     ~|     ~|~              |   1|   0
5394 |   2524.23|[JCW2004] NGC 4839 247               |GlC|12 57 30.1 +27 30 02         |     ~|26.636|     ~|     ~|     ~|~              |   1|   0
5395 |   2524.35|[JCW2004] NGC 4839 248               |GlC|12 57 26.1 +27 31 00         |     ~|26.367|     ~|     ~|     ~|~              |   1|   0
5396 |   2524.50|[JCW2004] NGC 4839 216               |GlC|12 57 28.6 +27 30 23         |     ~|25.941|     ~|     ~|     ~|~              |   1|   0
5397 |   2524.64|[HHM2010] 194.39657+27.48127         |G  |12 57 35.173 +27 28 52.55    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5398 |   2524.71|[JCW2004] NGC 4839 357               |GlC|12 57 23.2 +27 31 44         |     ~|26.639|     ~|     ~|     ~|~              |   1|   0
5399 |   2525.03|[JCW2004] NGC 4839 211               |GlC|12 57 28.2 +27 30 28         |     ~|26.652|     ~|     ~|     ~|~              |   1|   0
5400 |   2525.17|[JCW2004] NGC 4839 266               |GlC|12 57 30.5 +27 29 55         |     ~|25.880|     ~|     ~|     ~|~              |   1|   0
5401 |   2525.48|[JCW2004] NGC 4839 242               |GlC|12 57 29.9 +27 30 03         |     ~|26.519|     ~|     ~|     ~|~              |   1|   0
5402 |   2525.53|[HHM2010] 194.58744+27.35815         |G  |12 58 20.988 +27 21 29.33    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5403 |   2525.95|[K94] 125552.67+285200.6             |Rad|12 58 17.40 +28 35 49.5      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5404 |   2526.04|[HHM2010] 194.53803+27.38275         |G  |12 58 09.130 +27 22 57.88    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5405 |   2526.09|[HHM2010] 194.88803+27.28123         |G  |12 59 33.13 +27 16 52.4      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5406 |   2526.20|[HHM2010] 194.38026+27.49526         |G  |12 57 31.261 +27 29 42.93    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5407 |   2526.23|[ABD2005] G13                        |GrG|12 57 20.5 +27 32 25         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5408 |   2526.41|2MASX J13025679+2752003              |G  |13 02 56.799 +27 52 00.36    |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
5409 |   2526.44|[JCW2004] NGC 4839 210               |GlC|12 57 27.1 +27 30 42         |     ~|26.206|     ~|     ~|     ~|~              |   1|   0
5410 |   2526.91|[HHM2010] 194.41065+27.46843         |G  |12 57 38.554 +27 28 06.34    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5411 |   2526.93|[JCW2004] NGC 4839 206               |GlC|12 57 27.8 +27 30 31         |     ~|26.808|     ~|     ~|     ~|~              |   1|   0
5412 |   2527.01|[JCW2004] NGC 4839 355               |GlC|12 57 23.1 +27 31 42         |     ~|26.470|     ~|     ~|     ~|~              |   1|   0
5413 |   2527.13|[OSR2002] c091                       |GiC|12 57 12.00 +27 34 54.1      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5414 |   2527.14|[HHM2010] 194.56731+27.36720         |G  |12 58 16.154 +27 22 02.05    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5415 |   2527.34|[JCW2004] NGC 4839 233               |GlC|12 57 26.2 +27 30 54         |     ~|26.646|     ~|     ~|     ~|~              |   1|   0
5416 |   2527.41|[HHM2010] 194.58075+27.36068         |G  |12 58 19.381 +27 21 38.43    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5417 |   2527.42|[HHM2010] 194.30880+27.57056         |G  |12 57 14.109 +27 34 14.04    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5418 |   2527.50|[JCW2004] NGC 4839 205               |GlC|12 57 27.4 +27 30 36         |     ~|26.358|     ~|     ~|     ~|~              |   1|   0
5419 |   2527.55|[HHM2010] 194.64924+27.33202         |G  |12 58 35.821 +27 19 55.27    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5420 |   2527.70|[HHM2010] 194.43390+27.44963         |G  |12 57 44.134 +27 26 58.67    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5421 |   2527.78|[HHM2010] 194.76018+27.29947         |G  |12 59 02.444 +27 17 58.09    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5422 |   2527.88|[JCW2004] NGC 4839 222               |GlC|12 57 29.3 +27 30 08         |     ~|26.849|     ~|     ~|     ~|~              |   1|   0
5423 |   2528.36|[JCW2004] NGC 4839 261               |GlC|12 57 25.3 +27 31 06         |     ~|26.467|     ~|     ~|     ~|~              |   1|   0
5424 |   2528.37|[HHM2010] 194.78218+27.29471         |*  |12 59 07.727 +27 17 40.95    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5425 |   2528.57|[HHM2010] 194.26680+27.62699         |G  |12 57 04.033 +27 37 37.15    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5426 |   2528.59|[HHM2010] 194.46321+27.42796         |G  |12 57 51.168 +27 25 40.65    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5427 |   2528.66|[HHM2010] 194.41349+27.46542         |G  |12 57 39.236 +27 27 55.52    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5428 |   2528.71|[JCW2004] NGC 4839 201               |GlC|12 57 28.1 +27 30 24         |     ~|26.947|     ~|     ~|     ~|~              |   1|   0
5429 |   2529.21|[HHM2010] 194.28911+27.59492         |G  |12 57 09.385 +27 35 41.72    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
5430 |   2529.42|2XMM J125702.9+273801                |QSO|12 57 02.913 +27 38 01.16    |     ~|19.24 |18.93 |     ~|     ~|~              |  12|   0
5431 |   2529.68|[JCW2004] NGC 4839 218               |GlC|12 57 26.3 +27 30 49         |     ~|25.890|     ~|     ~|     ~|~              |   1|   0
