C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.13CEST19:32:07

*
-

Number of objects : 10000  (truncated to 10000 objects)

  #  |                 typed ident                  |                  identifier                  |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
-----|----------------------------------------------|----------------------------------------------|---|-----------------------------|------|------|------|------|------|---------------------|----|----
5356 |[RC2004] G303.9-0.7-1.4                       |[RC2004] G303.9-0.7-1.4                       |MoC|13 00 00.0 -63 36 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5357 |[RC2004] G303.9-0.7+20.6                      |[RC2004] G303.9-0.7+20.6                      |MoC|13 00 00.0 -63 36 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5358 |[TRC2001] 304.0+02.0                          |[TRC2001] 304.0+02.0                          |SR?|No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5359 |[BM2000] 0304.4+0462.2                        |[BM2000] 0304.4+0462.2                        |GiC|21 52 05.71 +17 43 46.0      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5360 |[MCG2002] G304.5-0.1                          |[MCG2002] G304.5-0.1                          |HII|13 04 56.0 -62 50 54         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5361 |[LVS2006] GRB 060607 abs 3.050                |[LVS2006] GRB 060607 abs 3.050                |ALS|05 59 51.9 +75 14 56         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5362 |[RC2004] G305.0+0.1-3.5                       |[RC2004] G305.0+0.1-3.5                       |MoC|13 09 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5363 |[RC2004] G305.0+0.1-5.3                       |[RC2004] G305.0+0.1-5.3                       |MoC|13 09 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5364 |[RC2004] G305.0+0.1-26.5                      |[RC2004] G305.0+0.1-26.5                      |MoC|13 09 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5365 |[RC2004] G305.0+0.1-36.7                      |[RC2004] G305.0+0.1-36.7                      |MoC|13 09 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5366 |[RC2004] G305.1+0.1-3.3                       |[RC2004] G305.1+0.1-3.3                       |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5367 |[RC2004] G305.1+0.1-3.5                       |[RC2004] G305.1+0.1-3.5                       |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5368 |[RC2004] G305.1+0.1-24.9                      |[RC2004] G305.1+0.1-24.9                      |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5369 |[RC2004] G305.1+0.1-25.2                      |[RC2004] G305.1+0.1-25.2                      |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5370 |[RC2004] G305.1+0.1-28.7                      |[RC2004] G305.1+0.1-28.7                      |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5371 |[RC2004] G305.1+0.1-29.3                      |[RC2004] G305.1+0.1-29.3                      |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5372 |[RC2004] G305.1+0.1-37.1                      |[RC2004] G305.1+0.1-37.1                      |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5373 |[RC2004] G305.1+0.1-37.2                      |[RC2004] G305.1+0.1-37.2                      |MoC|13 10 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5374 |[RC2004] G305.1-0.4-23.7                      |[RC2004] G305.1-0.4-23.7                      |MoC|13 11 00.0 -63 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5375 |[RC2004] G305.5+0.3-35.4                      |[RC2004] G305.5+0.3-35.4                      |MoC|13 14 00.0 -62 30 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5376 |[RC2004] G305.6+1.6-28.9                      |[RC2004] G305.6+1.6-28.9                      |MoC|13 14 00.0 -61 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5377 |[RC2004] G305.6+1.6-29.0                      |[RC2004] G305.6+1.6-29.0                      |MoC|13 14 00.0 -61 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5378 |[RC2004] G305.6+1.6-34.2                      |[RC2004] G305.6+1.6-34.2                      |MoC|13 14 00.0 -61 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5379 |[RC2004] G305.6+1.6-46.5                      |[RC2004] G305.6+1.6-46.5                      |MoC|13 14 00.0 -61 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5380 |[RC2004] G305.6+1.6-49.5                      |[RC2004] G305.6+1.6-49.5                      |MoC|13 14 00.0 -61 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5381 |[RC2004] G305.6+1.6-50.8                      |[RC2004] G305.6+1.6-50.8                      |MoC|13 14 00.0 -61 12 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5382 |[RC2004] G305.7+0.1-31.9                      |[RC2004] G305.7+0.1-31.9                      |MoC|13 16 00.0 -62 36 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5383 |[RC2004] G305.7+0.1-36.2                      |[RC2004] G305.7+0.1-36.2                      |MoC|13 16 00.0 -62 36 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5384 |[RC2004] G305.7+0.1-42.9                      |[RC2004] G305.7+0.1-42.9                      |MoC|13 16 00.0 -62 36 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5385 |[RC2004] G305.7+1.6-13.3                      |[RC2004] G305.7+1.6-13.3                      |MoC|13 14 00.0 -61 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5386 |[RC2004] G305.7+1.6-22.8                      |[RC2004] G305.7+1.6-22.8                      |MoC|13 14 00.0 -61 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5387 |[RC2004] G305.7+1.6-28.9                      |[RC2004] G305.7+1.6-28.9                      |MoC|13 14 00.0 -61 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5388 |[RC2004] G305.7+1.6-40.8                      |[RC2004] G305.7+1.6-40.8                      |MoC|13 14 00.0 -61 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5389 |[RC2004] G305.7+1.6-46.4                      |[RC2004] G305.7+1.6-46.4                      |MoC|13 14 00.0 -61 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5390 |[RC2004] G305.7+1.6-50.6                      |[RC2004] G305.7+1.6-50.6                      |MoC|13 14 00.0 -61 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5391 |[RC2004] G305.8+0.0-30.6                      |[RC2004] G305.8+0.0-30.6                      |MoC|13 17 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5392 |[RC2004] G305.8+0.0-34.9                      |[RC2004] G305.8+0.0-34.9                      |MoC|13 17 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5393 |[RC2004] G305.8+0.0-35.4                      |[RC2004] G305.8+0.0-35.4                      |MoC|13 17 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5394 |[RC2004] G305.8+0.0-40.6                      |[RC2004] G305.8+0.0-40.6                      |MoC|13 17 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5395 |[RC2004] G305.8+0.0-40.8                      |[RC2004] G305.8+0.0-40.8                      |MoC|13 17 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5396 |[RC2004] G305.8+0.0-44.9                      |[RC2004] G305.8+0.0-44.9                      |MoC|13 17 00.0 -62 42 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5397 |[BM2000] 0305.8+0219.0                        |[BM2000] 0305.8+0219.0                        |GiC|21 53 47.94 +17 42 21.8      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
5398 |[RC2004] G306.2+0.2-28.6                      |[RC2004] G306.2+0.2-28.6                      |MoC|13 20 00.0 -62 30 00         |     ~|     ~|     ~|     ~|     ~|~                    |   2|   0
5399 |[RC2004] G306.2+0.2-29.2                      |[RC2004] G306.2+0.2-29.2                      |MoC|13 20 00.0 -62 30 00         |     ~|     ~|     ~|     ~|     ~|~                    |   2|   0
5400 |[RC2004] G306.2+0.2-42.0                      |[RC2004] G306.2+0.2-42.0                      |MoC|13 20 00.0 -62 30 00         |     ~|     ~|     ~|     ~|     ~|~                    |   2|   0
5401 |[RC2004] G306.3-0.4-17.9                      |[RC2004] G306.3-0.4-17.9                      |MoC|13 21 00.0 -63 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5402 |[RC2004] G306.3-0.4-20.8                      |[RC2004] G306.3-0.4-20.8                      |MoC|13 21 00.0 -63 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5403 |[RC2004] G306.3-0.4-33.9                      |[RC2004] G306.3-0.4-33.9                      |MoC|13 21 00.0 -63 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5404 |[BBS2005] W 306.5-0.6                         |[BBS2005] W 306.5-0.6                         |reg|13 23 01.0 -63 16 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
5405 |3C 307                                        |3C 307                                        |Rad|14 53 37.2 +69 27 33         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5406 |[BBS2005] W 307.0-0.7                         |[BBS2005] W 307.0-0.7                         |reg|13 27 56.0 -63 19 48         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
5407 |[KC97c] G307.1+01.2                           |[KC97c] G307.1+01.2                           |HII|13 26 18.5 -61 23 01         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
5408 |[BM2000] 0307.1+1212.9                        |[BM2000] 0307.1+1212.9                        |GiC|21 53 31.59 +17 39 51.3      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5409 |[RC2004] G307.6-0.3-36.6                      |[RC2004] G307.6-0.3-36.6                      |MoC|13 32 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5410 |[RC2004] G307.6-0.3-44.5                      |[RC2004] G307.6-0.3-44.5                      |MoC|13 32 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5411 |[RC2004] G307.6-0.6-11.3                      |[RC2004] G307.6-0.6-11.3                      |MoC|13 33 00.0 -63 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5412 |[RC2004] G307.6-0.6-34.8                      |[RC2004] G307.6-0.6-34.8                      |MoC|13 33 00.0 -63 06 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5413 |[MSM95] G30.79 FIR  1                         |[MSM95] G30.79 FIR 1                          |PoC|18 47 36.1 -01 56 39         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
5414 |[MSM95] G30.79 FIR  2                         |[MSM95] G30.79 FIR 2                          |PoC|18 47 36.6 -01 55 21         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
5415 |[MSM95] G30.79 FIR  3                         |[MSM95] G30.79 FIR 3                          |PoC|18 47 38.7 -01 57 46         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
5416 |[MSM95] G30.79 FIR  7                         |JCMTSE J184739.9-015726                       |PoC|18 47 40.1 -01 57 27         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5417 |[MSM95] G30.79 FIR  8                         |JCMTSF J184741.1-015420                       |PoC|18 47 41.0 -01 54 20         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5418 |[MSM95] G30.79 FIR  9                         |[MSM95] G30.79 FIR 9                          |PoC|18 47 45.0 -01 54 43         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
5419 |[RC2004] G308.0-0.4-4.3                       |[RC2004] G308.0-0.4-4.3                       |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5420 |[RC2004] G308.0-0.4-5.5                       |[RC2004] G308.0-0.4-5.5                       |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5421 |[RC2004] G308.0-0.4-6.8                       |[RC2004] G308.0-0.4-6.8                       |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5422 |[RC2004] G308.0-0.4-12.1                      |[RC2004] G308.0-0.4-12.1                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5423 |[RC2004] G308.0-0.4-12.3                      |[RC2004] G308.0-0.4-12.3                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5424 |[RC2004] G308.0-0.4-23.4                      |[RC2004] G308.0-0.4-23.4                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5425 |[RC2004] G308.0-0.4+24.2                      |[RC2004] G308.0-0.4+24.2                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5426 |[RC2004] G308.0-0.4-33.6                      |[RC2004] G308.0-0.4-33.6                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5427 |[RC2004] G308.0-0.4+38.9                      |[RC2004] G308.0-0.4+38.9                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5428 |[RC2004] G308.0-0.4-45.7                      |[RC2004] G308.0-0.4-45.7                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5429 |[RC2004] G308.0-0.4-45.9                      |[RC2004] G308.0-0.4-45.9                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5430 |[RC2004] G308.0-0.4-58.8                      |[RC2004] G308.0-0.4-58.8                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
5431 |[RC2004] G308.0-0.4-58.9                      |[RC2004] G308.0-0.4-58.9                      |MoC|13 36 00.0 -62 48 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
